ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
6087,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Setuju,Netral,1
6088,Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,0
6089,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
6090,Novel Fiksi,Website Gramedia.com,Menambah pengetahuan,Literasi,Self Wear,Sangat Setuju,Setuju,Netral,Netral,1
6091,Buku Anak,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Setuju,1
6092,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Tidak Setuju,Netral,Setuju,0
6093,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Netral,Setuju,1
6094,Edukasi,Toko Gramedia,Kado atau hadiah,Seni,Self Wear,Setuju,Setuju,Sangat Setuju,Tidak Setuju,1
6095,Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Sangat Setuju,Netral,Netral,Sangat Tidak Setuju,0
6096,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Sangat Setuju,Setuju,0
6097,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,3
6098,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,1
6099,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,Literasi,edukasi,Netral,Sangat Setuju,Setuju,Sangat Tidak Setuju,0
6100,Komik,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,2
6101,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Netral,Setuju,Sangat Setuju,Tidak Setuju,1
6102,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Netral,Sangat Setuju,2
6103,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Tidak Setuju,Netral,2
6104,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Sangat Setuju,Setuju,2
6105,Alat Seni,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,4
6106,Sport & mainanan,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju,1
6107,Buku Non-Fiksi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Tidak Setuju,Tidak Setuju,Setuju,1
6108,Sport & mainanan,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Tidak Setuju,Setuju,Sangat Setuju,Netral,0
6109,Sport & mainanan,Aplikasi Gramedia.com,Menambah pengetahuan,Seni,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
6110,Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Setuju,Netral,Sangat Tidak Setuju,1
6111,Alat Seni,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Setuju,Netral,2
6112,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
6113,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,1
6114,Komik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
6115,Novel Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
6116,Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
6117,Alat Seni,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs,Tidak Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
6118,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,0
6119,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Seni,Self Wear,Netral,Netral,Netral,Setuju,1
6120,Alat Seni,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,Alat Seni,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
6121,Alat Seni,Toko Gramedia,Menambah pengetahuan,Seni,Self Wear,Sangat Setuju,Netral,Netral,Tidak Setuju,4
6122,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Netral,Sangat Setuju,Sangat Setuju,Tidak Setuju,3
6123,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Lifestyle,edukasi,Netral,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,4
6124,Sport & mainanan,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Self Wear,Setuju,Setuju,Netral,Tidak Setuju,1
6125,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,1
6126,Komik,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Netral,Netral,Sangat Setuju,3
6127,Novel Fiksi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
6128,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs,Tidak Setuju,Tidak Setuju,Setuju,Setuju,3
6129,Alat Seni,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Setuju,Netral,Tidak Setuju,Tidak Setuju,0
6130,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,4
6131,Edukasi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju,1
6132,Buku Anak,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Sangat Setuju,Setuju,Setuju,1
6133,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Seni,Self Wear,Netral,Netral,Sangat Setuju,Sangat Setuju,3
6134,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju,0
6135,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Sangat Setuju,Setuju,Tidak Setuju,Netral,4
6136,Buku Non-Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju,0
6137,Sport & mainanan,Toko Gramedia,Hiburan atau relaksasi,Literasi,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Netral,0
6138,Buku Anak,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Netral,Setuju,Netral,Setuju,1
6139,Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
6140,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Tidak Setuju,Setuju,Setuju,Sangat Setuju,0
6141,Edukasi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,0
6142,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Netral,Netral,Netral,4
6143,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,2
6144,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
6145,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,2
6146,Edukasi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Sangat Tidak Setuju,Netral,2
6147,Buku Non-Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
6148,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,2
6149,Komik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Sangat Setuju,Netral,Netral,3
6150,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,1
6151,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Setuju,Tidak Setuju,Setuju,Sangat Setuju,1
6152,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,0
6153,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Literasi,edukasi,Sangat Setuju,Netral,Netral,Sangat Setuju,4
6154,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
6155,Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,Alat Seni,Sangat Setuju,Setuju,Sangat Tidak Setuju,Netral,1
6156,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,3
6157,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
6158,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Netral,Setuju,Sangat Setuju,Setuju,2
6159,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,0
6160,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,4
6161,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Setuju,Netral,Setuju,Sangat Tidak Setuju,2
6162,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,2
6163,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,3
6164,Edukasi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,0
6165,Komik,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,3
6166,Novel Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
6167,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Netral,Setuju,Setuju,Netral,0
6168,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Setuju,Setuju,Setuju,2
6169,Alat Kantor/Sekolah,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,3
6170,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Alat Seni,Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
6171,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Literasi,edukasi,Setuju,Setuju,Tidak Setuju,Setuju,0
6172,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
6173,Komik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Tidak Setuju,Setuju,3
6174,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,0
6175,Sport & mainanan,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Tidak Setuju,Sangat Setuju,1
6176,Buku Anak,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Setuju,1
6177,Buku Anak,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,3
6178,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,1
6179,Sport & mainanan,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Setuju,Netral,Setuju,Sangat Setuju,1
6180,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,1
6181,Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Seni,Alat Seni,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,3
6182,Edukasi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Setuju,Setuju,Tidak Setuju,1
6183,Buku Non-Fiksi,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,1
6184,Buku Anak,Toko alat tulis lainnya,Kado atau hadiah,Seni,edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Setuju,0
6185,Alat Kantor/Sekolah,Toko buku independen lainnya,Menambah pengetahuan,Literasi,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,0
6186,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
6187,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Setuju,Netral,2
6188,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
6189,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,2
6190,Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,2
6191,Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,edukasi,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,2
6192,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Setuju,Sangat Setuju,0
6193,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Literasi,Alat Seni,Sangat Setuju,Setuju,Tidak Setuju,Sangat Setuju,2
6194,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Self Wear,Setuju,Sangat Setuju,Setuju,Sangat Setuju,3
6195,Buku Anak,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,0
6196,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Setuju,Netral,Setuju,1
6197,Sport & mainanan,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Netral,0
6198,Buku Non-Fiksi,Website Gramedia.com,Kado atau hadiah,Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,0
6199,Edukasi,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,Self Wear,Netral,Sangat Setuju,Setuju,Netral,1
6200,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Setuju,Tidak Setuju,Setuju,Netral,2
6201,Sport & mainanan,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,0
6202,Buku Non-Fiksi,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Netral,Netral,Sangat Setuju,3
6203,Alat Seni,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,0
6204,Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Netral,2
6205,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,3
6206,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,0
6207,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral,2
6208,Edukasi,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,2
6209,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,3
6210,Buku Non-Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,0
6211,Komik,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Setuju,Sangat Setuju,Tidak Setuju,Setuju,0
6212,Sport & mainanan,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Tidak Setuju,Netral,Netral,Setuju,1
6213,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,0
6214,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,4
6215,Novel Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
6216,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,4
6217,Edukasi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju,3
6218,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Netral,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
6219,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Netral,Setuju,Tidak Setuju,4
6220,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju,0
6221,Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
6222,Novel Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Setuju,Setuju,0
6223,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,Daily needs,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,3
6224,Komik,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,4
6225,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Netral,Tidak Setuju,2
6226,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Netral,Setuju,1
6227,Buku Non-Fiksi,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju,0
6228,Edukasi,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
