Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"Alat Olahraga;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Bermain game (offline/online);Melukis atau menggambar;Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Netral,Setuju,Tidak Setuju,1
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Netral,Netral,Tidak Setuju,0
Alat Olahraga;Novel Fiksi;Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Melukis atau menggambar,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Alat Tulis Umum (Kantor/Sekolah);Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Melukis atau menggambar,"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Setuju,Netral,Setuju,3
Alat Musik;Jurnal/Perencana (Planner);Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,"Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya);Olahraga","Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Mainan",Netral,Setuju,Netral,Sangat Tidak Setuju,0
Jurnal/Perencana (Planner);Mainan/Collectible item;Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Setuju,Setuju,Netral,1
Alat Musik,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Buku Anak;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,4
Alat Musik;Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline;Melukis atau menggambar;Olahraga,"Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Kado atau hadiah,"Belanja online/offline;Menulis (diari, blog, atau lainnya);Olahraga",Alat Olahraga;Kesehatan dan Kecantikan;Mainan,Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Belanja online/offline;Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,5
Alat Musik;Alat Tulis Umum (Kantor/Sekolah);Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Membaca buku atau majalah;Travelling,"Alat Musik & kesenian;Alat Olahraga;Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Sangat Setuju,Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Komik/Novel Grafis",Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline;Bermain musik,"Buku fiksi (novel, komik, buku anak);Mainan",Sangat Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju,1
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Belanja online/offline;Olahraga,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Sangat Tidak Setuju,Setuju,Setuju,1
Perlengkapan Kantor atau Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Bermain game (offline/online);Melukis atau menggambar;Menghadiri acara budaya atau edukasi,"Alat Olahraga;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Mainan/Collectible item,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,"Bermain musik;Menulis (diari, blog, atau lainnya);Olahraga","Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,1
Alat Tulis Umum (Kantor/Sekolah),Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya);Travelling",Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Mainan,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,3
Alat Olahraga;Jurnal/Perencana (Planner);Perlengkapan Seni/Kreatif,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju,2
"Alat Tulis Umum (Kantor/Sekolah);Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Belanja online/offline,"Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,3
"Alat Musik;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Kantor atau Sekolah",Toko Gramedia,Untuk mengekspresikan kreativitas,"Belanja online/offline;Bermain musik;Menulis (diari, blog, atau lainnya)","Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Setuju,Sangat Tidak Setuju,Netral,1
Jurnal/Perencana (Planner),Toko Gramedia,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas","Belanja online/offline;Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
Komik/Novel Grafis,Aplikasi Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan,Bermain musik;Membaca buku atau majalah;Olahraga,"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,3
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
"Alat Musik;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Kado atau hadiah;Menambah pengetahuan,Menghadiri acara budaya atau edukasi;Olahraga,"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Tidak Setuju,Tidak Setuju,2
Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Bermain game (offline/online);Menulis (diari, blog, atau lainnya);Travelling","Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan;Mainan",Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Jurnal/Perencana (Planner),Toko alat tulis lainnya,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Bermain musik;Menghadiri acara budaya atau edukasi,Alat Olahraga,Netral,Netral,Setuju,Sangat Tidak Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Membaca buku atau majalah;Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Netral,Sangat Tidak Setuju,Netral,Setuju,5
Buku Anak;Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Setuju,Tidak Setuju,1
"Buku Anak;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Novel Fiksi",Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Melukis atau menggambar,Mainan,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Alat Tulis Umum (Kantor/Sekolah);Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Membaca buku atau majalah;Olahraga,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Komik/Novel Grafis,Toko buku independen lainnya,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online);Olahraga,Mainan,Netral,Sangat Tidak Setuju,Setuju,Setuju,1
Alat Olahraga;Alat Tulis Umum (Kantor/Sekolah);Mainan/Collectible item,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,"Bermain musik;Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Melukis atau menggambar;Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,1
Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Bermain game (offline/online);Membaca buku atau majalah,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
Alat Olahraga;Jurnal/Perencana (Planner);Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Bermain game (offline/online);Bermain musik;Olahraga,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Tidak Setuju,Netral,Netral,1
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,Hiburan atau relaksasi,Bermain game (offline/online);Bermain musik,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
"Alat Olahraga;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Jurnal/Perencana (Planner)",Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Melukis atau menggambar;Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Kado atau hadiah;Menambah pengetahuan,Belanja online/offline;Olahraga;Travelling,Alat Tulis kantor atau sekolah;Mainan,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,3
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Kantor atau Sekolah",Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Membaca buku atau majalah;Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Setuju,Sangat Setuju,Netral,0
Mainan/Collectible item,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Belanja online/offline;Membaca buku atau majalah;Travelling,Alat Olahraga,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,4
Mainan/Collectible item;Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Menghadiri acara budaya atau edukasi;Olahraga,Mainan,Setuju,Sangat Tidak Setuju,Netral,Setuju,1
Buku Anak,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik;Olahraga,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Netral,Setuju,Sangat Setuju,3
Alat Musik;Novel Fiksi,Toko buku independen lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Bermain musik;Membaca buku atau majalah,Kesehatan dan Kecantikan;Mainan,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,3
Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,"Bermain game (offline/online);Menulis (diari, blog, atau lainnya);Travelling",Alat Olahraga;Alat Tulis kantor atau sekolah;Mainan,Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Komik/Novel Grafis;Novel Fiksi,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Bermain musik;Travelling,Alat Olahraga,Sangat Setuju,Setuju,Tidak Setuju,Sangat Setuju,4
Alat Musik;Alat Olahraga;Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Tidak Setuju,Setuju,Sangat Setuju,Setuju,2
Komik/Novel Grafis;Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Belanja online/offline,Alat Musik & kesenian,Setuju,Setuju,Netral,Netral,2
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Kantor atau Sekolah",Toko buku independen lainnya,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Bermain musik;Melukis atau menggambar;Menghadiri acara budaya atau edukasi,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
"Alat Musik;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Mainan/Collectible item",Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Bermain musik,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)","Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,1
"Alat Tulis Umum (Kantor/Sekolah);Buku Anak;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Menambah pengetahuan,Melukis atau menggambar,"Alat Olahraga;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Novel Fiksi;Perlengkapan Kantor atau Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline;Melukis atau menggambar,Alat Musik & kesenian,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,4
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Jurnal/Perencana (Planner)",Toko Gramedia,Hiburan atau relaksasi;Menambah pengetahuan,Belanja online/offline;Melukis atau menggambar;Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan;Mainan",Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Alat Olahraga,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Belanja online/offline;Membaca buku atau majalah;Menghadiri acara budaya atau edukasi,Alat Musik & kesenian;Alat Olahraga;Kesehatan dan Kecantikan,Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
Mainan/Collectible item,Website Gramedia.com,Untuk mengekspresikan kreativitas,Bermain game (offline/online);Bermain musik;Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,1
Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Belanja online/offline;Olahraga;Travelling,Alat Olahraga;Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
Alat Musik;Buku Anak,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Membaca buku atau majalah;Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Netral,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,1
Mainan/Collectible item;Perlengkapan Seni/Kreatif,Website Gramedia.com,Kado atau hadiah;Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Jurnal/Perencana (Planner);Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,Mainan,Sangat Setuju,Setuju,Setuju,Sangat Setuju,1
Alat Tulis Umum (Kantor/Sekolah);Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Menambah pengetahuan,Bermain game (offline/online);Melukis atau menggambar,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Setuju,Netral,Setuju,0
Alat Musik;Alat Tulis Umum (Kantor/Sekolah);Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Bermain musik;Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Jurnal/Perencana (Planner);Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas",Olahraga,"Alat Olahraga;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Mainan/Collectible item;Perlengkapan Kantor atau Sekolah",Aplikasi Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan;Mainan,Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Perlengkapan Seni/Kreatif",Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar;Olahraga,Alat Musik & kesenian;Alat Olahraga;Mainan,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,0
Alat Tulis Umum (Kantor/Sekolah);Jurnal/Perencana (Planner);Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Mainan/Collectible item;Perlengkapan Kantor atau Sekolah",Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Mainan",Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,3
