Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
Alat Kantor/Sekolah;Alat Seni,Toko alat tulis lainnya,Hiburan atau relaksasi;Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Sangat Setuju,Setuju,Setuju,1
Buku Non-Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Lifestyle;Literasi,Daily needs;edukasi,Netral,Tidak Setuju,Tidak Setuju,Sangat Setuju,4
Buku Non-Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Seni,Self Wear,Sangat Setuju,Netral,Netral,Tidak Setuju,3
Alat Kantor/Sekolah,Toko buku independen lainnya,Menambah pengetahuan,Seni,Alat Seni,Setuju,Setuju,Netral,Setuju,1
Komik;Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle,Alat Seni,Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,0
Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Self Wear;edukasi,Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,2
Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Literasi,Daily needs,Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,4
Buku Anak,Toko buku independen lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Setuju,Tidak Setuju,Netral,Setuju,1
Komik,Toko alat tulis lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Alat Seni;edukasi,Sangat Setuju,Sangat Tidak Setuju,Setuju,Setuju,1
Alat Kantor/Sekolah;Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Lifestyle;Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Setuju,1
Alat Kantor/Sekolah;Komik,Toko buku independen lainnya,Kado atau hadiah,Lifestyle;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,1
Buku Non-Fiksi;Edukasi;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Seni,edukasi,Netral,Netral,Setuju,Tidak Setuju,1
Edukasi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi,edukasi,Sangat Tidak Setuju,Netral,Netral,Tidak Setuju,0
Alat Kantor/Sekolah;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Seni,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Alat Seni,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Seni,Alat Seni;Daily needs;edukasi,Sangat Tidak Setuju,Setuju,Netral,Setuju,3
Alat Kantor/Sekolah;Alat Seni;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Literasi,Daily needs;Self Wear;edukasi,Netral,Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Alat Seni;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni;Daily needs;edukasi,Sangat Tidak Setuju,Setuju,Setuju,Netral,1
Alat Seni,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Literasi,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Buku Anak;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Lifestyle,Alat Seni;edukasi,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,4
Alat Kantor/Sekolah;Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Lifestyle;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,5
Alat Kantor/Sekolah;Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle;Literasi,Alat Seni;Self Wear;edukasi,Netral,Setuju,Sangat Setuju,Setuju,2
Buku Non-Fiksi;Edukasi;Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju,1
Edukasi,Aplikasi Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle,Alat Seni;edukasi,Sangat Setuju,Sangat Tidak Setuju,Setuju,Setuju,1
Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Seni,Self Wear;edukasi,Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Sport & mainanan,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi;Seni,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,1
Alat Kantor/Sekolah,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle;Literasi,Alat Seni;Daily needs;Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,3
Alat Kantor/Sekolah;Alat Seni;Sport & mainanan,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Lifestyle,Self Wear;edukasi,Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,Daily needs;Self Wear;edukasi,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,3
Alat Kantor/Sekolah;Alat Seni;Edukasi,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Alat Seni;edukasi,Sangat Setuju,Setuju,Sangat Tidak Setuju,Netral,1
Alat Kantor/Sekolah,Toko Gramedia,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Lifestyle;Literasi,Self Wear;edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
Komik,Aplikasi Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan,Aktivitas Rekreasional;Literasi;Seni,Alat Seni;Daily needs;edukasi,Sangat Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,3
Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Literasi,edukasi,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Alat Seni;Edukasi,Toko alat tulis lainnya,Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Setuju,Tidak Setuju,Tidak Setuju,2
Alat Seni,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Alat Kantor/Sekolah,Toko alat tulis lainnya,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Seni,Self Wear,Netral,Netral,Setuju,Sangat Tidak Setuju,1
Buku Non-Fiksi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,Alat Seni;Self Wear;edukasi,Netral,Sangat Tidak Setuju,Netral,Setuju,5
Alat Kantor/Sekolah;Buku Anak;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Netral,Setuju,Setuju,Tidak Setuju,1
Buku Anak;Edukasi;Novel Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Seni,Self Wear,Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah;Komik,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Literasi,Daily needs;edukasi,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Komik,Toko buku independen lainnya,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Setuju,1
Alat Kantor/Sekolah;Sport & mainanan,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi;Seni,Alat Seni;Self Wear;edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,0
Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni,Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,1
Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,Alat Seni;edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
Alat Kantor/Sekolah;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional;Seni,Alat Seni;edukasi,Sangat Setuju,Sangat Tidak Setuju,Netral,Netral,1
Edukasi,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional;Seni,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Edukasi;Sport & mainanan,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle,Daily needs;Self Wear,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,3
Alat Kantor/Sekolah;Buku Non-Fiksi;Edukasi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Tidak Setuju,Setuju,Sangat Setuju,Netral,0
Sport & mainanan,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Lifestyle;Literasi,Self Wear,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,4
Alat Seni;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Setuju,1
Buku Anak,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Seni,Daily needs;edukasi,Setuju,Netral,Setuju,Sangat Setuju,3
Alat Seni;Novel Fiksi,Toko buku independen lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi;Seni,Self Wear,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,3
Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Lifestyle;Literasi,Daily needs;Self Wear,Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Komik;Novel Fiksi,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Lifestyle;Seni,Self Wear,Sangat Setuju,Setuju,Tidak Setuju,Sangat Setuju,4
Alat Seni;Sport & mainanan,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear;edukasi,Tidak Setuju,Setuju,Sangat Setuju,Setuju,2
Alat Kantor/Sekolah;Komik,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Alat Seni,Setuju,Setuju,Netral,Netral,2
Alat Kantor/Sekolah;Edukasi,Toko buku independen lainnya,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Seni,Daily needs;edukasi,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
Alat Seni;Edukasi;Sport & mainanan,Aplikasi Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Alat Seni;edukasi,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear;edukasi,Sangat Setuju,Netral,Sangat Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Buku Anak;Buku Non-Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Seni,Self Wear;edukasi,Netral,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,4
Alat Kantor/Sekolah;Buku Non-Fiksi,Toko Gramedia,Hiburan atau relaksasi;Menambah pengetahuan,Lifestyle;Seni,Self Wear;edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle;Literasi,Alat Seni;Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju,2
Sport & mainanan,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Seni,edukasi,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,1
Alat Seni,Toko alat tulis lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Lifestyle,Daily needs;Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
Alat Seni;Buku Anak,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Literasi,Alat Seni;Self Wear;edukasi,Netral,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,1
Alat Seni;Sport & mainanan,Website Gramedia.com,Kado atau hadiah;Untuk mengekspresikan kreativitas,Literasi,edukasi,Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Sangat Setuju,Setuju,Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Seni,Daily needs;edukasi,Sangat Tidak Setuju,Setuju,Netral,Setuju,0
Alat Kantor/Sekolah;Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi;Seni,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas",Aktivitas Rekreasional,Self Wear;edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Edukasi;Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Literasi;Seni,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,Alat Seni;Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,0
Alat Kantor/Sekolah;Alat Seni,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Alat Seni;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
Alat Kantor/Sekolah;Buku Non-Fiksi;Sport & mainanan,Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Daily needs;Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju,3
Buku Anak;Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Lifestyle,edukasi,Tidak Setuju,Setuju,Setuju,Setuju,1
Alat Kantor/Sekolah;Buku Anak,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Alat Seni;Komik;Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi;Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Literasi;Seni,Alat Seni;edukasi,Sangat Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Alat Seni,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni;Self Wear;edukasi,Sangat Setuju,Netral,Setuju,Setuju,1
Alat Seni;Komik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Literasi;Seni,Alat Seni;edukasi,Setuju,Sangat Tidak Setuju,Netral,Setuju,0
Alat Seni;Buku Anak;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,Alat Seni,Setuju,Sangat Setuju,Setuju,Sangat Setuju,1
Alat Kantor/Sekolah;Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,4
Alat Kantor/Sekolah;Komik;Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Netral,Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi;Seni,Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,0
Komik;Sport & mainanan,Website Gramedia.com,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear;edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Alat Kantor/Sekolah;Alat Seni;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Alat Seni;Self Wear;edukasi,Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
Alat Kantor/Sekolah;Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional;Literasi,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Netral,4
Alat Kantor/Sekolah;Buku Non-Fiksi;Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional;Lifestyle,Self Wear;edukasi,Tidak Setuju,Netral,Netral,Netral,0
Buku Anak;Komik;Sport & mainanan,Toko Gramedia,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi;Seni,edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah,Toko Gramedia,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni;edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,2
Alat Kantor/Sekolah;Alat Seni;Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi;Seni,Self Wear;edukasi,Sangat Setuju,Netral,Tidak Setuju,Netral,1
Alat Seni;Komik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Daily needs;Self Wear;edukasi,Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju,3
Buku Anak;Sport & mainanan,Website Gramedia.com,"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,2
Alat Kantor/Sekolah;Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Seni,Daily needs;Self Wear,Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju,3
Buku Anak,Toko alat tulis lainnya,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle;Seni,Daily needs;edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,0
Buku Anak;Buku Non-Fiksi;Sport & mainanan,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral,1
Alat Kantor/Sekolah;Alat Seni,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear;edukasi,Setuju,Netral,Netral,Sangat Setuju,1
Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,3
Buku Anak,Toko buku independen lainnya,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear;edukasi,Netral,Setuju,Sangat Tidak Setuju,Netral,1
