ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
4254,Komik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Tidak Setuju,Netral,Sangat Setuju
4255,Novel Fiksi,Website Gramedia.com,Kado atau hadiah,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
4256,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju
4257,Sport & mainanan,Toko Gramedia,Menambah pengetahuan,Seni,Daily needs,Netral,Sangat Setuju,Setuju,Sangat Setuju
4258,Alat Seni,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Tidak Setuju,Sangat Setuju
4259,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Sangat Tidak Setuju,Setuju,Tidak Setuju,Setuju
4260,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Seni,edukasi,Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
4261,Edukasi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Tidak Setuju
4262,Edukasi,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Setuju,Setuju,Netral
4263,Buku Non-Fiksi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Setuju,Setuju,Tidak Setuju
4264,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
4265,Edukasi,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Netral,Tidak Setuju,Netral,Setuju
4266,Sport & mainanan,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Netral
4267,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Netral,Netral,Sangat Tidak Setuju,Netral
4268,Sport & mainanan,Website Gramedia.com,Kado atau hadiah,Literasi,Self Wear,Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju
4269,Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
4270,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Setuju
4271,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Setuju,Sangat Setuju,Netral,Tidak Setuju
4272,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Sangat Setuju
4273,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
4274,Novel Fiksi,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju
4275,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Self Wear,Tidak Setuju,Netral,Setuju,Sangat Setuju
4276,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Literasi,Alat Seni,Sangat Setuju,Netral,Netral,Netral
4277,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Setuju
4278,Edukasi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Netral,Setuju
4279,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Daily needs,Sangat Tidak Setuju,Setuju,Tidak Setuju,Netral
4280,Edukasi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
4281,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Tidak Setuju,Setuju,Sangat Tidak Setuju,Netral
4282,Alat Seni,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
4283,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,Self Wear,Setuju,Netral,Sangat Setuju,Netral
4284,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Netral,Netral
4285,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Netral,Tidak Setuju
4286,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
4287,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
4288,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Setuju,Setuju,Netral,Netral
4289,Buku Non-Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju
4290,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
4291,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
4292,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Netral
4293,Buku Non-Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
4294,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju
4295,Buku Anak,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4296,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Seni,Self Wear,Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju
4297,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Alat Seni,Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju
4298,Komik,Toko Gramedia,Kado atau hadiah,Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4299,Buku Non-Fiksi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4300,Novel Fiksi,Website Gramedia.com,Hiburan atau relaksasi,Literasi,Daily needs,Netral,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
4301,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
4302,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Literasi,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju
4303,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Lifestyle,Self Wear,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju
4304,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Setuju,Netral,Tidak Setuju,Setuju
4305,Alat Seni,Toko Gramedia,Menambah pengetahuan,Seni,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral
4306,Sport & mainanan,Aplikasi Gramedia.com,Menambah pengetahuan,Seni,Alat Seni,Tidak Setuju,Netral,Netral,Netral
4307,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4308,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Setuju,Netral,Setuju
4309,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Seni,edukasi,Sangat Setuju,Netral,Setuju,Setuju
4310,Novel Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Setuju,Netral,Setuju,Setuju
4311,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
4312,Buku Anak,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
4313,Edukasi,Website Gramedia.com,Kado atau hadiah,Seni,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Setuju
4314,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Sangat Setuju,Tidak Setuju,Setuju
4315,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
4316,Edukasi,Toko buku independen lainnya,Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
4317,Alat Kantor/Sekolah,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Setuju,Netral,Setuju,Setuju
4318,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Setuju,Netral
4319,Buku Anak,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Setuju
4320,Alat Seni,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Tidak Setuju,Netral,Sangat Setuju
4321,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju
4322,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Netral,Sangat Tidak Setuju,Netral,Netral
4323,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Setuju
4324,Edukasi,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,edukasi,Sangat Setuju,Netral,Tidak Setuju,Netral
4325,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4326,Buku Non-Fiksi,Toko Gramedia,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Setuju,Netral,Setuju,Sangat Setuju
4327,Edukasi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
4328,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju
4329,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Seni,edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
4330,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi,Self Wear,Setuju,Tidak Setuju,Netral,Netral
4331,Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Alat Seni,Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju
4332,Buku Anak,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
4333,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Netral,Netral
4334,Buku Non-Fiksi,Toko Gramedia,Menambah pengetahuan,Literasi,Alat Seni,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju
4335,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Setuju,Netral,Sangat Setuju
4336,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Netral,Tidak Setuju,Sangat Setuju,Sangat Setuju
4337,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi,Daily needs,Netral,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4338,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju
4339,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Setuju,Netral
4340,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Setuju,Netral,Sangat Tidak Setuju
4341,Sport & mainanan,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
4342,Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,Alat Seni,Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju
4343,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,Daily needs,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4344,Buku Anak,Toko alat tulis lainnya,Kado atau hadiah,Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
4345,Edukasi,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,edukasi,Netral,Sangat Tidak Setuju,Setuju,Netral
4346,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Lifestyle,edukasi,Tidak Setuju,Netral,Tidak Setuju,Netral
4347,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Sangat Setuju,Netral,Netral,Sangat Tidak Setuju
4348,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju
4349,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Netral,Sangat Tidak Setuju,Netral
4350,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
4351,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Literasi,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
4352,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Netral,Sangat Setuju,Tidak Setuju,Setuju
4353,Komik,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Daily needs,Setuju,Netral,Netral,Tidak Setuju
4354,Buku Non-Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Daily needs,Setuju,Tidak Setuju,Setuju,Tidak Setuju
4355,Alat Kantor/Sekolah,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Netral,Sangat Setuju,Tidak Setuju,Tidak Setuju
4356,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Setuju,Netral
4357,Alat Kantor/Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Netral,Sangat Setuju,Sangat Tidak Setuju,Setuju
4358,Novel Fiksi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
4359,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju
4360,Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah,Literasi,Alat Seni,Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
4361,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Daily needs,Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
4362,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,edukasi,Sangat Setuju,Netral,Tidak Setuju,Setuju
4363,Alat Seni,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
4364,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Lifestyle,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
4365,Komik,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Netral,Setuju,Netral,Tidak Setuju
4366,Sport & mainanan,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Netral,Sangat Setuju
4367,Buku Anak,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4368,Edukasi,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju
4369,Buku Anak,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju
4370,Buku Non-Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
4371,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Setuju,Setuju,Netral
4372,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Setuju,Setuju,Sangat Setuju,Netral
4373,Edukasi,Website Gramedia.com,Kado atau hadiah,Lifestyle,Alat Seni,Sangat Setuju,Tidak Setuju,Netral,Setuju
4374,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju
4375,Buku Anak,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Netral,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
4376,Alat Seni,Website Gramedia.com,Kado atau hadiah,Seni,edukasi,Sangat Setuju,Sangat Setuju,Netral,Setuju
4377,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju
4378,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Sangat Setuju
4379,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
4380,Novel Fiksi,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
4381,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Lifestyle,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
4382,Edukasi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju
4383,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
4384,Edukasi,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4385,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Setuju,Setuju,Setuju
4386,Buku Anak,Website Gramedia.com,Kado atau hadiah,Literasi,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Netral
4387,Novel Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
4388,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Netral,Setuju,Setuju,Sangat Setuju
4389,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
4390,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Seni,Self Wear,Setuju,Setuju,Setuju,Sangat Setuju
4391,Alat Seni,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Netral,Sangat Setuju,Tidak Setuju,Netral
4392,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju
4393,Komik,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Netral,Tidak Setuju,Sangat Setuju,Netral
4394,Komik,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
4395,Alat Kantor/Sekolah,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Self Wear,Netral,Sangat Tidak Setuju,Tidak Setuju,Setuju
4396,Novel Fiksi,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
4397,Alat Kantor/Sekolah,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
4398,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju
4399,Alat Seni,Toko Gramedia,Menambah pengetahuan,Literasi,Daily needs,Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral
4400,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Netral
4401,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Daily needs,Setuju,Netral,Netral,Tidak Setuju
4402,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
