ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
4922,Jurnal/Perencana (Planner),Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,Alat Tulis kantor atau sekolah,Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
4923,Buku Anak,Website Gramedia.com,Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
4924,Buku Anak,Toko alat tulis lainnya,Menambah pengetahuan,Belanja online/offline,Alat Olahraga,Setuju,Setuju,Netral,Setuju
4925,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,Kesehatan dan Kecantikan,Netral,Tidak Setuju,Tidak Setuju,Sangat Setuju
4926,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Membaca buku atau majalah,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
4927,Alat Olahraga,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,Alat Tulis kantor atau sekolah,Setuju,Sangat Tidak Setuju,Netral,Netral
4928,Komik/Novel Grafis,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,Alat Tulis kantor atau sekolah,Netral,Sangat Setuju,Sangat Setuju,Setuju
4929,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral
4930,Jurnal/Perencana (Planner),Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,Alat Olahraga,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4931,Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Sangat Setuju,Netral,Tidak Setuju,Setuju
4932,Alat Musik,Website Gramedia.com,Kado atau hadiah,Menghadiri acara budaya atau edukasi,Mainan,Sangat Tidak Setuju,Netral,Sangat Setuju,Sangat Setuju
4933,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,Kesehatan dan Kecantikan,Setuju,Setuju,Netral,Tidak Setuju
4934,Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Olahraga,Sangat Tidak Setuju,Setuju,Netral,Tidak Setuju
4935,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Travelling,Mainan,Tidak Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
4936,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Menambah pengetahuan,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
4937,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,Menambah pengetahuan,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Sangat Setuju,Setuju,Sangat Setuju,Setuju
4938,Alat Musik,Toko alat tulis lainnya,Hiburan atau relaksasi,Melukis atau menggambar,Alat Olahraga,Setuju,Sangat Setuju,Setuju,Setuju
4939,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Menghadiri acara budaya atau edukasi,Kesehatan dan Kecantikan,Netral,Setuju,Tidak Setuju,Netral
4940,Mainan/Collectible item,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju
4941,Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Netral,Setuju,Netral
4942,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Melukis atau menggambar,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Tidak Setuju,Setuju,Setuju
4943,Alat Musik,Toko buku independen lainnya,Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
4944,Jurnal/Perencana (Planner),Website Gramedia.com,Kado atau hadiah,Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Netral,Setuju,Sangat Setuju
4945,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,Menambah pengetahuan,Travelling,Alat Tulis kantor atau sekolah,Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
4946,Novel Fiksi,Toko Gramedia,Menambah pengetahuan,Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
4947,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Setuju
4948,Jurnal/Perencana (Planner),Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,Alat Tulis kantor atau sekolah,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
4949,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
4950,Jurnal/Perencana (Planner),Toko buku independen lainnya,Kado atau hadiah,Membaca buku atau majalah,Alat Tulis kantor atau sekolah,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju
4951,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)",Mainan,Netral,Sangat Setuju,Tidak Setuju,Netral
4952,Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Olahraga,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Netral,Sangat Setuju,Netral
4953,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko buku independen lainnya,Menambah pengetahuan,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Setuju,Tidak Setuju,Setuju
4954,Perlengkapan Seni/Kreatif,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Belanja online/offline,Alat Musik & kesenian,Setuju,Sangat Setuju,Sangat Setuju,Setuju
4955,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4956,Alat Olahraga,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Membaca buku atau majalah,Alat Tulis kantor atau sekolah,Netral,Netral,Tidak Setuju,Sangat Setuju
4957,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,"Buku fiksi (novel, komik, buku anak)",Netral,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju
4958,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,Kado atau hadiah,Bermain musik,Alat Musik & kesenian,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
4959,Perlengkapan Kantor atau Sekolah,Toko Gramedia,Menambah pengetahuan,Bermain game (offline/online),Mainan,Netral,Setuju,Tidak Setuju,Sangat Tidak Setuju
4960,Perlengkapan Seni/Kreatif,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju
4961,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju
4962,Jurnal/Perencana (Planner),Toko buku independen lainnya,Hiburan atau relaksasi,Bermain game (offline/online),Alat Olahraga,Sangat Setuju,Netral,Setuju,Sangat Setuju
4963,Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Kado atau hadiah,Melukis atau menggambar,Alat Olahraga,Setuju,Sangat Setuju,Netral,Netral
4964,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Membaca buku atau majalah,Mainan,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju
4965,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Hiburan atau relaksasi,Membaca buku atau majalah,Alat Olahraga,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju
4966,Jurnal/Perencana (Planner),Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,Alat Olahraga,Sangat Setuju,Netral,Tidak Setuju,Tidak Setuju
4967,Alat Musik,Aplikasi Gramedia.com,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
4968,Perlengkapan Seni/Kreatif,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,Alat Tulis kantor atau sekolah,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
4969,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Netral,Netral
4970,Alat Olahraga,Toko Gramedia,Kado atau hadiah,Belanja online/offline,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Netral,Tidak Setuju,Netral
4971,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Netral,Netral,Setuju
4972,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Olahraga,Mainan,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4973,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Netral,Sangat Setuju
4974,Buku Anak,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju
4975,Komik/Novel Grafis,Website Gramedia.com,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Setuju,Sangat Setuju,Tidak Setuju
4976,Buku Anak,Toko alat tulis lainnya,Menambah pengetahuan,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Netral,Tidak Setuju,Netral,Setuju
4977,Komik/Novel Grafis,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,"Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
4978,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Bermain musik,Alat Olahraga,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju
4979,Jurnal/Perencana (Planner),Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,Mainan,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
4980,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Travelling,Alat Olahraga,Netral,Setuju,Sangat Setuju,Netral
4981,Jurnal/Perencana (Planner),Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Menghadiri acara budaya atau edukasi,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Setuju,Sangat Tidak Setuju,Netral
4982,Komik/Novel Grafis,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),Mainan,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
4983,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Alat Olahraga,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
4984,Buku Anak,Toko Gramedia,Untuk mengekspresikan kreativitas,Melukis atau menggambar,Alat Tulis kantor atau sekolah,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
4985,Alat Musik,Toko buku independen lainnya,Menambah pengetahuan,Olahraga,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
4986,Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Travelling,Alat Olahraga,Sangat Setuju,Netral,Tidak Setuju,Tidak Setuju
4987,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko buku independen lainnya,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4988,Alat Musik,Website Gramedia.com,Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Setuju,Tidak Setuju,Setuju,Netral
4989,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Website Gramedia.com,Untuk mengekspresikan kreativitas,Menghadiri acara budaya atau edukasi,Mainan,Setuju,Tidak Setuju,Sangat Setuju,Netral
4990,Alat Olahraga,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
4991,Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,Kesehatan dan Kecantikan,Sangat Setuju,Netral,Setuju,Setuju
4992,Alat Olahraga,Toko alat tulis lainnya,Menambah pengetahuan,Melukis atau menggambar,Mainan,Netral,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4993,Alat Olahraga,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,Alat Musik & kesenian,Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
4994,Perlengkapan Seni/Kreatif,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Setuju,Netral,Sangat Setuju
4995,Jurnal/Perencana (Planner),Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Tidak Setuju,Setuju,Setuju
4996,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Olahraga,Alat Olahraga,Sangat Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
4997,Alat Olahraga,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Tidak Setuju,Setuju,Setuju
4998,Alat Olahraga,Toko alat tulis lainnya,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)",Alat Olahraga,Tidak Setuju,Setuju,Netral,Sangat Setuju
4999,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju
5000,Komik/Novel Grafis,Website Gramedia.com,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Tulis kantor atau sekolah,Sangat Setuju,Setuju,Tidak Setuju,Tidak Setuju
5001,Mainan/Collectible item,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Netral,Netral,Sangat Setuju
5002,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,Alat Tulis kantor atau sekolah,Netral,Sangat Setuju,Setuju,Sangat Setuju
5003,Alat Musik,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Setuju,Sangat Setuju,Setuju,Netral
5004,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Untuk mengekspresikan kreativitas,Menghadiri acara budaya atau edukasi,Mainan,Setuju,Tidak Setuju,Sangat Setuju,Setuju
5005,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Setuju,Setuju,Tidak Setuju,Setuju
5006,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Melukis atau menggambar,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
5007,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik,Mainan,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
5008,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Membaca buku atau majalah,Kesehatan dan Kecantikan,Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju
5009,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Setuju,Sangat Setuju,Tidak Setuju
5010,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
5011,Alat Musik,Toko alat tulis lainnya,Hiburan atau relaksasi,Melukis atau menggambar,Alat Tulis kantor atau sekolah,Sangat Setuju,Tidak Setuju,Setuju,Netral
5012,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Netral,Netral,Setuju
5013,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),Alat Tulis kantor atau sekolah,Netral,Netral,Sangat Tidak Setuju,Tidak Setuju
5014,Jurnal/Perencana (Planner),Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,Alat Tulis kantor atau sekolah,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
5015,Buku Anak,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Membaca buku atau majalah,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju
5016,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Setuju,Netral,Setuju
5017,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Bermain musik,Kesehatan dan Kecantikan,Setuju,Setuju,Setuju,Sangat Tidak Setuju
5018,Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Bermain musik,Alat Tulis kantor atau sekolah,Setuju,Netral,Netral,Sangat Setuju
5019,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Kado atau hadiah,Bermain musik,Alat Olahraga,Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
5020,Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)",Alat Tulis kantor atau sekolah,Netral,Netral,Setuju,Setuju
5021,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)",Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
5022,Mainan/Collectible item,Toko alat tulis lainnya,Menambah pengetahuan,Membaca buku atau majalah,Alat Musik & kesenian,Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
5023,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Tidak Setuju,Tidak Setuju,Setuju
5024,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Kado atau hadiah,Melukis atau menggambar,Alat Olahraga,Tidak Setuju,Tidak Setuju,Tidak Setuju,Netral
5025,Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Netral,Tidak Setuju
5026,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Menghadiri acara budaya atau edukasi,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral
5027,Perlengkapan Kantor atau Sekolah,Toko Gramedia,Hiburan atau relaksasi,Bermain musik,Alat Olahraga,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju
5028,Komik/Novel Grafis,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,Alat Olahraga,Sangat Setuju,Sangat Setuju,Setuju,Setuju
5029,Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
5030,Novel Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Belanja online/offline,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju
